year,week_num,property_type,country,city,capacity,pets_allowed,property_id,booked_through,booking_id
2019,13,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-394
2019,25,condo,BELGIUM,Brussels,6,no,766,3rd Party,B-395
2019,47,house,ITALY,Rome,7,yes,292,3rd Party,B-396
2019,25,house,ITALY,Rome,6,no,852,Direct,B-397
2020,24,apartment,SPAIN,Madrid,9,no,885,3rd Party,B-398
2020,25,apartment,BELGIUM,Brussels,8,yes,45,3rd Party,B-399
2020,25,apartment,SPAIN,Barcelona,4,yes,41,Direct,B-400
2019,25,apartment,FRANCE,Paris,4,no,928,Direct,B-401
2020,25,apartment,ITALY,Naples,5,yes,38,3rd Party,B-402
2019,13,house,ITALY,Rome,7,yes,180,3rd Party,B-403
2019,47,house,ITALY,Rome,5,yes,120,3rd Party,B-404
2019,25,condo,FRANCE,Nice,7,yes,924,3rd Party,B-405
2019,25,house,ITALY,Rome,7,yes,923,3rd Party,B-406
2019,47,apartment,BELGIUM,Brussels,8,yes,130,3rd Party,B-407
2019,25,condo,FRANCE,Lyon,6,yes,921,3rd Party,B-408
2020,25,condo,SPAIN,Barcelona,4,yes,31,3rd Party,B-409
2019,25,house,FRANCE,Paris,6,no,919,3rd Party,B-410
2019,13,house,ITALY,Rome,7,yes,189,3rd Party,B-411
2020,25,apartment,ITALY,Rome,9,no,25,Direct,B-412
2019,13,apartment,ITALY,Rome,7,yes,191,3rd Party,B-413
2019,25,apartment,FRANCE,Paris,5,no,918,Direct,B-414
2019,13,condo,ITALY,Rome,4,no,193,3rd Party,B-415
2019,25,condo,SPAIN,Barcelona,5,no,917,3rd Party,B-416
2019,25,apartment,SPAIN,Madrid,9,no,914,3rd Party,B-417
2019,25,apartment,SPAIN,Madrid,6,yes,913,3rd Party,B-418
2020,25,apartment,FRANCE,Paris,6,yes,17,Direct,B-419
2020,25,apartment,SPAIN,Madrid,8,yes,15,Direct,B-420
2020,25,condo,FRANCE,Lyon,5,yes,13,3rd Party,B-421
2019,25,condo,ITALY,Rome,9,yes,910,3rd Party,B-422
2020,25,apartment,SPAIN,Madrid,9,no,11,3rd Party,B-423
2020,25,apartment,FRANCE,Paris,8,no,9,Direct,B-424
2020,25,apartment,ITALY,Naples,6,yes,8,3rd Party,B-425
2020,25,apartment,BELGIUM,Brussels,6,yes,7,3rd Party,B-426
2019,25,condo,SPAIN,Madrid,7,no,906,3rd Party,B-427
2020,25,condo,ITALY,Rome,6,yes,4,3rd Party,B-428
2020,25,apartment,SPAIN,Barcelona,4,yes,44,3rd Party,B-429
2019,25,condo,SPAIN,Madrid,8,yes,929,3rd Party,B-430
2020,25,condo,ITALY,Naples,6,yes,0,3rd Party,B-431
2020,25,condo,FRANCE,Lyon,6,yes,50,3rd Party,B-432
2020,25,condo,SPAIN,Barcelona,4,no,91,3rd Party,B-433
2019,25,condo,FRANCE,Paris,9,no,950,3rd Party,B-434
2020,25,apartment,SPAIN,Madrid,4,no,89,3rd Party,B-435
2019,25,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-436
2020,25,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-437
2019,25,apartment,SPAIN,Barcelona,8,no,947,3rd Party,B-438
2020,25,house,FRANCE,Paris,7,yes,85,Direct,B-439
2020,25,house,ITALY,Rome,5,yes,84,3rd Party,B-440
2019,25,house,BELGIUM,Brussels,6,no,945,3rd Party,B-441
2020,25,apartment,ITALY,Rome,6,no,80,3rd Party,B-442
2020,25,condo,BELGIUM,Brussels,6,yes,79,3rd Party,B-443
2019,25,condo,ITALY,Naples,8,yes,944,3rd Party,B-444
2019,47,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-445
2020,25,apartment,ITALY,Rome,5,yes,74,3rd Party,B-446
2019,25,house,BELGIUM,Brussels,6,yes,939,3rd Party,B-447
2019,25,house,BELGIUM,Brussels,5,yes,938,Direct,B-448
2020,25,condo,SPAIN,Madrid,4,no,71,3rd Party,B-449
2019,13,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-450
2020,25,condo,ITALY,Rome,6,yes,68,3rd Party,B-451
2019,25,house,ITALY,Rome,5,no,935,Direct,B-452
2019,25,apartment,ITALY,Rome,9,yes,934,Direct,B-453
2020,25,condo,ITALY,Milan,7,yes,65,3rd Party,B-454
2019,25,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-455
2020,25,apartment,SPAIN,Madrid,7,yes,60,3rd Party,B-456
2020,25,apartment,SPAIN,Madrid,8,yes,58,3rd Party,B-457
2020,25,condo,ITALY,Rome,5,no,57,3rd Party,B-458
2019,25,apartment,ITALY,Rome,6,yes,932,Direct,B-459
2020,25,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-460
2020,25,apartment,SPAIN,Madrid,9,no,52,3rd Party,B-461
2019,25,condo,ITALY,Rome,9,yes,905,3rd Party,B-462
2019,13,house,BELGIUM,Brussels,9,yes,216,3rd Party,B-463
2020,24,condo,SPAIN,Barcelona,8,yes,886,3rd Party,B-464
2020,24,house,ITALY,Rome,5,no,935,3rd Party,B-465
2020,24,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-466
2020,24,apartment,ITALY,Rome,6,yes,932,3rd Party,B-467
2019,47,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-468
2020,24,apartment,FRANCE,Paris,4,no,928,3rd Party,B-469
2020,24,apartment,SPAIN,Barcelona,4,no,926,3rd Party,B-470
2020,24,house,ITALY,Rome,7,yes,923,Direct,B-471
2020,24,condo,FRANCE,Lyon,6,yes,921,3rd Party,B-472
2019,13,condo,BELGIUM,Brussels,6,no,274,3rd Party,B-473
2020,24,apartment,FRANCE,Paris,5,no,918,Direct,B-474
2019,25,house,FRANCE,Paris,6,yes,874,Direct,B-475
2019,25,house,BELGIUM,Brussels,8,no,873,3rd Party,B-476
2020,24,apartment,SPAIN,Madrid,6,yes,913,3rd Party,B-477
2020,24,condo,ITALY,Rome,9,yes,910,3rd Party,B-478
2020,24,apartment,BELGIUM,Brussels,4,no,909,3rd Party,B-479
2019,25,condo,FRANCE,Paris,6,yes,871,3rd Party,B-480
2019,25,house,ITALY,Rome,7,no,867,3rd Party,B-481
2019,25,house,FRANCE,Paris,7,no,864,3rd Party,B-482
2020,24,apartment,SPAIN,Barcelona,8,yes,902,3rd Party,B-483
2020,24,house,FRANCE,Paris,7,yes,901,3rd Party,B-484
2020,24,apartment,SPAIN,Barcelona,4,yes,900,Direct,B-485
2019,13,house,ITALY,Rome,7,yes,292,3rd Party,B-486
2019,47,condo,ITALY,Rome,5,yes,254,3rd Party,B-487
2020,24,condo,SPAIN,Madrid,7,yes,895,3rd Party,B-488
2020,24,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-489
2019,47,condo,BELGIUM,Brussels,6,no,274,3rd Party,B-490
2019,25,house,SPAIN,Barcelona,7,yes,858,3rd Party,B-491
2019,47,condo,ITALY,Rome,4,yes,285,3rd Party,B-492
2019,25,apartment,ITALY,Rome,9,yes,855,3rd Party,B-493
2019,25,condo,BELGIUM,Brussels,9,yes,854,3rd Party,B-494
2020,24,apartment,ITALY,Rome,9,yes,934,3rd Party,B-495
2020,24,house,BELGIUM,Brussels,5,yes,938,3rd Party,B-496
2019,47,house,ITALY,Rome,7,yes,180,3rd Party,B-497
2020,24,house,BELGIUM,Brussels,6,yes,939,Direct,B-498
2020,24,apartment,ITALY,Rome,9,no,998,Direct,B-499
2019,25,apartment,SPAIN,Barcelona,8,yes,902,3rd Party,B-500
2019,25,house,FRANCE,Paris,7,yes,901,3rd Party,B-501
2020,24,house,SPAIN,Madrid,8,yes,991,3rd Party,B-502
2020,24,house,BELGIUM,Brussels,6,yes,989,Direct,B-503
2019,25,apartment,SPAIN,Barcelona,4,yes,900,Direct,B-504
2019,25,condo,SPAIN,Madrid,9,no,898,3rd Party,B-505
2020,24,condo,FRANCE,Lyon,7,no,982,3rd Party,B-506
2020,24,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-507
2020,24,condo,SPAIN,Madrid,4,yes,980,3rd Party,B-508
2020,24,apartment,ITALY,Rome,6,no,978,Direct,B-509
2019,25,house,FRANCE,Paris,4,no,897,3rd Party,B-510
2019,47,house,ITALY,Rome,7,yes,189,3rd Party,B-511
2019,25,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-512
2020,24,condo,FRANCE,Lyon,8,no,969,3rd Party,B-513
2020,24,apartment,BELGIUM,Brussels,5,no,968,3rd Party,B-514
2020,24,apartment,SPAIN,Madrid,4,yes,966,3rd Party,B-515
2019,47,condo,ITALY,Rome,4,no,193,3rd Party,B-516
2019,13,condo,BELGIUM,Brussels,4,yes,243,3rd Party,B-517
2020,24,apartment,FRANCE,Paris,9,no,962,Direct,B-518
2019,47,condo,ITALY,Rome,4,yes,203,3rd Party,B-519
2019,25,condo,SPAIN,Barcelona,8,yes,886,3rd Party,B-520
2019,47,condo,BELGIUM,Brussels,8,no,214,3rd Party,B-521
2020,24,condo,SPAIN,Madrid,4,no,955,3rd Party,B-522
2020,24,condo,FRANCE,Paris,5,no,951,3rd Party,B-523
2020,24,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-524
2020,24,apartment,SPAIN,Barcelona,8,no,947,3rd Party,B-525
2019,25,condo,FRANCE,Paris,8,no,879,3rd Party,B-526
2019,25,house,ITALY,Rome,5,no,878,Direct,B-527
2019,26,apartment,FRANCE,Paris,6,yes,206,Direct,B-528
2020,25,apartment,FRANCE,Paris,5,no,530,Direct,B-529
2020,24,house,FRANCE,Paris,7,no,666,3rd Party,B-530
2019,26,house,SPAIN,Barcelona,6,yes,492,3rd Party,B-531
2019,45,condo,ITALY,Rome,9,yes,905,3rd Party,B-532
2019,26,apartment,FRANCE,Paris,4,no,500,3rd Party,B-533
2020,26,house,BELGIUM,Brussels,6,yes,102,3rd Party,B-534
2019,26,condo,SPAIN,Madrid,5,no,499,3rd Party,B-535
2019,26,apartment,SPAIN,Madrid,7,yes,498,3rd Party,B-536
2019,12,condo,BELGIUM,Brussels,5,yes,358,3rd Party,B-537
2020,26,house,SPAIN,Madrid,9,yes,99,3rd Party,B-538
2019,45,condo,ITALY,Rome,9,yes,910,3rd Party,B-539
2020,26,house,BELGIUM,Brussels,9,yes,97,3rd Party,B-540
2019,26,house,ITALY,Rome,5,yes,495,Direct,B-541
2020,26,apartment,SPAIN,Madrid,7,yes,94,3rd Party,B-542
2019,12,condo,BELGIUM,Brussels,9,no,365,3rd Party,B-543
2020,26,condo,SPAIN,Barcelona,4,no,91,3rd Party,B-544
2020,26,apartment,SPAIN,Madrid,4,no,89,3rd Party,B-545
2020,26,condo,BELGIUM,Brussels,8,no,87,3rd Party,B-546
2020,25,house,BELGIUM,Brussels,6,no,945,3rd Party,B-547
2019,26,apartment,SPAIN,Madrid,5,yes,490,Direct,B-548
2020,26,house,FRANCE,Paris,7,yes,85,3rd Party,B-549
2020,26,house,ITALY,Rome,5,yes,84,Direct,B-550
2020,26,house,BELGIUM,Brussels,6,no,82,3rd Party,B-551
2020,26,apartment,ITALY,Rome,6,no,80,Direct,B-552
2019,26,house,ITALY,Rome,4,no,486,3rd Party,B-553
2019,26,condo,FRANCE,Paris,8,yes,483,3rd Party,B-554
2020,26,condo,SPAIN,Madrid,5,no,76,3rd Party,B-555
2020,26,apartment,ITALY,Rome,5,yes,74,3rd Party,B-556
2019,26,condo,SPAIN,Madrid,7,no,482,3rd Party,B-557
2020,26,apartment,SPAIN,Madrid,7,no,72,3rd Party,B-558
2019,26,condo,SPAIN,Madrid,7,yes,481,3rd Party,B-559
2019,26,apartment,BELGIUM,Brussels,5,yes,480,Direct,B-560
2020,26,apartment,ITALY,Milan,8,yes,64,3rd Party,B-561
2019,26,apartment,SPAIN,Madrid,8,yes,504,3rd Party,B-562
2019,26,house,SPAIN,Barcelona,8,yes,505,3rd Party,B-563
2019,26,apartment,ITALY,Naples,9,yes,507,3rd Party,B-564
2019,26,apartment,SPAIN,Madrid,6,no,508,3rd Party,B-565
2019,26,condo,SPAIN,Madrid,5,no,540,3rd Party,B-566
2020,26,condo,SPAIN,Madrid,9,no,155,3rd Party,B-567
2019,45,condo,BELGIUM,Brussels,9,yes,854,3rd Party,B-568
2020,26,condo,FRANCE,Lyon,9,no,150,3rd Party,B-569
2020,26,house,SPAIN,Madrid,4,yes,149,3rd Party,B-570
2019,45,condo,ITALY,Rome,5,yes,865,3rd Party,B-571
2020,26,condo,SPAIN,Barcelona,5,yes,146,3rd Party,B-572
2020,26,apartment,ITALY,Naples,7,yes,145,3rd Party,B-573
2019,12,condo,BELGIUM,Brussels,5,yes,319,3rd Party,B-574
2020,26,apartment,ITALY,Rome,9,yes,143,3rd Party,B-575
2019,26,condo,SPAIN,Madrid,8,no,532,3rd Party,B-576
2019,26,apartment,FRANCE,Paris,5,no,530,3rd Party,B-577
2020,26,condo,FRANCE,Lyon,4,yes,133,3rd Party,B-578
2019,26,apartment,FRANCE,Paris,6,yes,523,3rd Party,B-579
2020,26,apartment,BELGIUM,Brussels,8,yes,130,Direct,B-580
2019,26,apartment,BELGIUM,Brussels,7,yes,522,Direct,B-581
2019,26,house,SPAIN,Madrid,9,yes,521,3rd Party,B-582
2019,12,apartment,BELGIUM,Brussels,6,no,332,3rd Party,B-583
2019,26,apartment,BELGIUM,Brussels,6,no,519,3rd Party,B-584
2020,26,apartment,SPAIN,Barcelona,7,yes,124,Direct,B-585
2019,26,apartment,SPAIN,Madrid,9,yes,514,Direct,B-586
2019,26,condo,ITALY,Rome,9,yes,513,3rd Party,B-587
2019,26,condo,SPAIN,Barcelona,4,no,512,3rd Party,B-588
2020,26,house,ITALY,Rome,5,yes,120,3rd Party,B-589
2020,26,condo,FRANCE,Lyon,4,no,118,3rd Party,B-590
2019,12,condo,ITALY,Rome,5,yes,343,3rd Party,B-591
2020,26,condo,ITALY,Naples,8,yes,116,3rd Party,B-592
2019,45,apartment,BELGIUM,Brussels,7,no,892,3rd Party,B-593
2020,26,condo,SPAIN,Barcelona,7,no,113,3rd Party,B-594
2020,26,apartment,SPAIN,Madrid,7,yes,60,Direct,B-595
2020,26,apartment,SPAIN,Madrid,8,yes,58,3rd Party,B-596
2019,26,house,BELGIUM,Brussels,4,no,476,3rd Party,B-597
2020,26,house,BELGIUM,Brussels,5,no,6,3rd Party,B-598
2020,25,apartment,ITALY,Rome,9,no,998,Direct,B-599
2019,26,house,FRANCE,Paris,6,yes,456,3rd Party,B-600
2019,26,condo,ITALY,Rome,7,yes,455,3rd Party,B-601
2020,25,house,SPAIN,Madrid,8,yes,991,3rd Party,B-602
2020,25,house,BELGIUM,Brussels,6,yes,989,Direct,B-603
2019,26,apartment,BELGIUM,Brussels,8,yes,454,Direct,B-604
2019,26,house,SPAIN,Barcelona,5,yes,450,3rd Party,B-605
2020,25,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-606
2020,25,condo,SPAIN,Madrid,4,yes,980,3rd Party,B-607
2020,25,apartment,ITALY,Rome,6,no,978,Direct,B-608
2019,26,house,ITALY,Rome,9,yes,441,3rd Party,B-609
2019,26,apartment,ITALY,Rome,7,yes,438,Direct,B-610
2019,45,condo,BELGIUM,Brussels,6,no,981,3rd Party,B-611
2019,26,apartment,SPAIN,Madrid,8,yes,435,Direct,B-612
2019,45,house,BELGIUM,Brussels,6,yes,989,3rd Party,B-613
2019,26,condo,BELGIUM,Brussels,9,yes,433,3rd Party,B-614
2020,25,apartment,SPAIN,Madrid,4,yes,966,Direct,B-615
2019,26,condo,ITALY,Milan,4,yes,431,3rd Party,B-616
2019,12,apartment,BELGIUM,Brussels,8,yes,454,3rd Party,B-617
2020,25,apartment,FRANCE,Paris,9,no,962,3rd Party,B-618
2019,26,condo,SPAIN,Barcelona,5,no,429,3rd Party,B-619
2019,26,house,BELGIUM,Brussels,8,no,428,3rd Party,B-620
2019,26,apartment,SPAIN,Madrid,5,yes,420,3rd Party,B-621
2020,25,condo,ITALY,Rome,5,yes,956,3rd Party,B-622
2020,25,condo,FRANCE,Paris,9,no,954,3rd Party,B-623
2019,12,condo,ITALY,Rome,9,no,463,3rd Party,B-624
2020,25,condo,FRANCE,Paris,5,no,951,3rd Party,B-625
2020,25,condo,FRANCE,Paris,9,no,950,3rd Party,B-626
2020,25,apartment,SPAIN,Barcelona,9,yes,949,Direct,B-627
2020,26,condo,ITALY,Rome,6,yes,4,3rd Party,B-628
2020,26,apartment,BELGIUM,Brussels,6,yes,7,Direct,B-629
2019,26,house,FRANCE,Paris,8,yes,475,Direct,B-630
2020,26,apartment,ITALY,Naples,6,yes,8,3rd Party,B-631
2020,26,condo,SPAIN,Barcelona,7,no,54,3rd Party,B-632
2020,26,apartment,BELGIUM,Brussels,4,no,53,3rd Party,B-633
2019,26,apartment,SPAIN,Barcelona,9,yes,474,3rd Party,B-634
2019,45,apartment,ITALY,Rome,6,yes,932,3rd Party,B-635
2019,45,apartment,BELGIUM,Brussels,4,no,933,3rd Party,B-636
2020,26,apartment,BELGIUM,Brussels,8,yes,45,Direct,B-637
2020,26,apartment,SPAIN,Barcelona,4,yes,44,Direct,B-638
2020,26,apartment,SPAIN,Barcelona,4,yes,41,3rd Party,B-639
2020,26,condo,SPAIN,Barcelona,7,no,40,3rd Party,B-640
2019,26,apartment,FRANCE,Paris,9,yes,470,Direct,B-641
2019,26,condo,ITALY,Naples,9,yes,469,3rd Party,B-642
2019,26,condo,BELGIUM,Brussels,9,no,468,3rd Party,B-643
2020,26,apartment,SPAIN,Madrid,8,no,34,3rd Party,B-644
2020,26,condo,FRANCE,Paris,5,no,32,3rd Party,B-645
2019,12,apartment,BELGIUM,Brussels,8,no,406,3rd Party,B-646
2019,26,apartment,ITALY,Milan,9,yes,467,3rd Party,B-647
2019,12,house,BELGIUM,Brussels,5,yes,408,3rd Party,B-648
2019,12,apartment,BELGIUM,Brussels,9,yes,409,3rd Party,B-649
2020,26,apartment,ITALY,Rome,9,no,25,3rd Party,B-650
2019,26,house,SPAIN,Barcelona,8,yes,466,3rd Party,B-651
2019,26,condo,BELGIUM,Brussels,9,yes,465,3rd Party,B-652
2020,26,apartment,FRANCE,Paris,6,yes,17,Direct,B-653
2019,26,condo,BELGIUM,Brussels,8,no,464,3rd Party,B-654
2020,26,apartment,SPAIN,Madrid,8,yes,15,Direct,B-655
2019,26,condo,ITALY,Rome,9,no,463,3rd Party,B-656
2019,26,house,SPAIN,Barcelona,6,yes,462,3rd Party,B-657
2020,26,apartment,SPAIN,Madrid,9,no,11,3rd Party,B-658
2019,45,apartment,ITALY,Rome,9,yes,934,3rd Party,B-659
2020,26,apartment,FRANCE,Paris,8,no,9,Direct,B-660
2020,26,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-661
2019,45,apartment,BELGIUM,Brussels,5,yes,849,3rd Party,B-662
2020,26,house,SPAIN,Barcelona,7,yes,162,3rd Party,B-663
2020,26,condo,BELGIUM,Brussels,5,yes,319,3rd Party,B-664
2019,12,house,ITALY,Rome,7,yes,180,3rd Party,B-665
2020,26,apartment,SPAIN,Barcelona,7,yes,316,Direct,B-666
2019,12,apartment,ITALY,Rome,7,yes,184,3rd Party,B-667
2019,26,condo,FRANCE,Lyon,7,yes,632,3rd Party,B-668
2019,45,apartment,BELGIUM,Brussels,8,yes,687,3rd Party,B-669
2020,26,apartment,SPAIN,Barcelona,9,yes,310,3rd Party,B-670
2020,26,apartment,SPAIN,Madrid,5,yes,309,Direct,B-671
2019,45,condo,ITALY,Rome,8,no,702,3rd Party,B-672
2020,26,apartment,SPAIN,Barcelona,6,yes,296,3rd Party,B-673
2020,26,house,FRANCE,Paris,5,yes,295,3rd Party,B-674
2020,26,apartment,BELGIUM,Brussels,6,yes,294,Direct,B-675
2020,26,house,ITALY,Rome,7,no,293,Direct,B-676
2020,26,house,ITALY,Rome,7,yes,292,3rd Party,B-677
2019,26,house,ITALY,Rome,7,no,619,Direct,B-678
2020,26,house,FRANCE,Paris,6,yes,290,Direct,B-679
2020,26,condo,FRANCE,Nice,6,no,289,3rd Party,B-680
2019,26,condo,SPAIN,Barcelona,7,no,616,3rd Party,B-681
2019,26,condo,FRANCE,Lyon,5,no,611,3rd Party,B-682
2019,26,house,FRANCE,Paris,5,yes,608,3rd Party,B-683
2020,26,apartment,SPAIN,Madrid,5,no,281,3rd Party,B-684
2019,26,house,FRANCE,Paris,7,yes,602,Direct,B-685
2019,26,condo,FRANCE,Paris,8,no,601,3rd Party,B-686
2020,26,condo,SPAIN,Madrid,9,no,277,3rd Party,B-687
2019,26,apartment,BELGIUM,Brussels,7,no,599,3rd Party,B-688
2019,26,condo,FRANCE,Paris,8,no,597,3rd Party,B-689
2019,45,apartment,ITALY,Rome,6,yes,758,3rd Party,B-690
2019,26,condo,SPAIN,Madrid,4,no,589,3rd Party,B-691
2020,26,condo,SPAIN,Madrid,7,no,263,3rd Party,B-692
2020,26,house,SPAIN,Barcelona,6,yes,262,3rd Party,B-693
2020,26,apartment,SPAIN,Madrid,9,yes,317,3rd Party,B-694
2020,26,condo,SPAIN,Barcelona,4,no,320,3rd Party,B-695
2020,26,apartment,FRANCE,Paris,9,no,260,3rd Party,B-696
2020,26,condo,FRANCE,Lyon,8,no,321,3rd Party,B-697
2020,26,condo,SPAIN,Madrid,8,yes,380,3rd Party,B-698
2019,26,house,FRANCE,Paris,9,yes,658,3rd Party,B-699
2019,12,apartment,ITALY,Rome,9,yes,143,3rd Party,B-700
2019,45,apartment,BELGIUM,Brussels,8,no,623,3rd Party,B-701
2020,26,condo,ITALY,Milan,6,yes,367,3rd Party,B-702
2020,26,apartment,FRANCE,Paris,8,no,364,Direct,B-703
2019,26,condo,SPAIN,Barcelona,4,no,654,3rd Party,B-704
2019,26,condo,FRANCE,Nice,6,no,652,3rd Party,B-705
2019,26,condo,FRANCE,Paris,7,no,649,3rd Party,B-706
2020,26,condo,BELGIUM,Brussels,5,yes,358,3rd Party,B-707
2020,26,condo,SPAIN,Madrid,4,no,357,3rd Party,B-708
2019,26,condo,SPAIN,Barcelona,4,yes,643,3rd Party,B-709
2020,26,apartment,SPAIN,Barcelona,9,yes,354,Direct,B-710
2019,12,apartment,BELGIUM,Brussels,5,yes,157,3rd Party,B-711
2019,45,apartment,ITALY,Rome,6,yes,669,3rd Party,B-712
2019,45,house,BELGIUM,Brussels,7,yes,684,3rd Party,B-713
2020,26,condo,SPAIN,Barcelona,9,no,348,3rd Party,B-714
2020,26,condo,ITALY,Naples,6,yes,347,3rd Party,B-715
2020,26,apartment,BELGIUM,Brussels,7,yes,344,3rd Party,B-716
2020,26,condo,ITALY,Rome,5,yes,343,3rd Party,B-717
2020,26,apartment,ITALY,Milan,4,yes,342,3rd Party,B-718
2020,26,apartment,BELGIUM,Brussels,4,no,337,3rd Party,B-719
2020,26,apartment,SPAIN,Madrid,7,no,336,3rd Party,B-720
2019,26,condo,SPAIN,Barcelona,8,yes,636,3rd Party,B-721
2020,26,condo,SPAIN,Madrid,6,no,333,3rd Party,B-722
2020,26,apartment,FRANCE,Paris,9,yes,331,3rd Party,B-723
2020,26,condo,SPAIN,Barcelona,4,yes,330,3rd Party,B-724
2020,26,apartment,SPAIN,Barcelona,5,yes,325,Direct,B-725
2019,26,house,FRANCE,Paris,7,yes,635,3rd Party,B-726
2020,26,condo,ITALY,Naples,7,yes,261,3rd Party,B-727
2019,12,apartment,BELGIUM,Brussels,7,yes,230,3rd Party,B-728
2019,26,house,ITALY,Rome,5,no,543,3rd Party,B-729
2020,26,house,FRANCE,Paris,5,no,208,3rd Party,B-730
2020,26,apartment,FRANCE,Paris,6,yes,206,Direct,B-731
2019,12,condo,BELGIUM,Brussels,6,no,274,3rd Party,B-732
2019,26,condo,SPAIN,Barcelona,7,yes,561,3rd Party,B-733
2019,26,condo,SPAIN,Madrid,5,no,560,3rd Party,B-734
2019,45,apartment,BELGIUM,Brussels,9,no,809,3rd Party,B-735
2020,26,apartment,SPAIN,Barcelona,9,yes,198,3rd Party,B-736
2020,26,apartment,BELGIUM,Brussels,7,yes,197,Direct,B-737
2020,26,condo,ITALY,Rome,4,no,193,3rd Party,B-738
2019,45,condo,BELGIUM,Brussels,6,yes,811,3rd Party,B-739
2020,26,apartment,ITALY,Rome,7,yes,191,3rd Party,B-740
2020,26,house,ITALY,Rome,7,yes,189,3rd Party,B-741
2019,12,condo,ITALY,Rome,4,yes,285,3rd Party,B-742
2019,26,condo,ITALY,Rome,9,no,556,3rd Party,B-743
2019,45,condo,BELGIUM,Brussels,7,no,813,3rd Party,B-744
2020,26,apartment,FRANCE,Paris,5,yes,185,3rd Party,B-745
2020,26,apartment,ITALY,Rome,7,yes,184,Direct,B-746
2020,26,condo,SPAIN,Madrid,7,yes,183,3rd Party,B-747
2019,26,house,SPAIN,Madrid,6,yes,554,3rd Party,B-748
2019,45,apartment,BELGIUM,Brussels,7,yes,830,3rd Party,B-749
2019,26,house,ITALY,Rome,4,no,550,Direct,B-750
2020,26,house,ITALY,Rome,7,yes,180,3rd Party,B-751
2020,26,apartment,SPAIN,Barcelona,9,yes,179,3rd Party,B-752
2019,12,condo,BELGIUM,Brussels,5,yes,297,3rd Party,B-753
2019,26,apartment,ITALY,Naples,5,yes,548,3rd Party,B-754
2020,26,house,BELGIUM,Brussels,7,yes,178,3rd Party,B-755
2019,26,house,SPAIN,Barcelona,5,yes,546,3rd Party,B-756
2020,26,condo,SPAIN,Madrid,4,yes,170,3rd Party,B-757
2019,26,condo,ITALY,Milan,5,yes,544,3rd Party,B-758
2020,26,condo,BELGIUM,Brussels,5,no,167,3rd Party,B-759
2020,26,condo,SPAIN,Madrid,4,no,207,3rd Party,B-760
2019,26,condo,SPAIN,Barcelona,6,no,564,3rd Party,B-761
2019,26,apartment,FRANCE,Paris,5,yes,587,3rd Party,B-762
2020,26,condo,BELGIUM,Brussels,8,no,214,3rd Party,B-763
2019,26,apartment,BELGIUM,Brussels,7,yes,586,3rd Party,B-764
2020,26,condo,ITALY,Naples,8,yes,257,3rd Party,B-765
2020,26,condo,ITALY,Rome,5,yes,254,3rd Party,B-766
2019,26,apartment,ITALY,Rome,4,yes,585,3rd Party,B-767
2019,45,house,ITALY,Rome,8,yes,772,3rd Party,B-768
2020,26,condo,SPAIN,Madrid,6,no,250,3rd Party,B-769
2019,26,apartment,ITALY,Rome,7,no,583,Direct,B-770
2020,26,house,ITALY,Rome,6,yes,247,Direct,B-771
2019,12,condo,BELGIUM,Brussels,4,yes,243,3rd Party,B-772
2020,26,apartment,SPAIN,Madrid,5,yes,242,Direct,B-773
2020,26,apartment,FRANCE,Paris,7,no,241,3rd Party,B-774
2019,45,apartment,ITALY,Rome,7,yes,788,3rd Party,B-775
2019,12,house,ITALY,Rome,6,yes,247,3rd Party,B-776
2019,26,condo,SPAIN,Barcelona,9,no,577,3rd Party,B-777
2020,26,apartment,ITALY,Rome,7,no,235,3rd Party,B-778
2020,26,apartment,SPAIN,Madrid,9,yes,234,3rd Party,B-779
2019,26,house,SPAIN,Barcelona,7,yes,576,3rd Party,B-780
2020,26,apartment,BELGIUM,Brussels,7,yes,230,Direct,B-781
2019,12,condo,ITALY,Rome,5,yes,254,3rd Party,B-782
2019,26,condo,SPAIN,Barcelona,7,no,573,3rd Party,B-783
2020,26,house,SPAIN,Madrid,7,yes,228,3rd Party,B-784
2019,26,condo,FRANCE,Paris,8,yes,572,3rd Party,B-785
2020,26,apartment,ITALY,Rome,9,no,226,3rd Party,B-786
2019,26,apartment,ITALY,Rome,5,yes,569,3rd Party,B-787
2019,45,condo,ITALY,Rome,5,yes,796,3rd Party,B-788
2020,26,condo,SPAIN,Barcelona,5,yes,223,3rd Party,B-789
2020,26,apartment,SPAIN,Barcelona,8,yes,222,3rd Party,B-790
